110	;80	;90	;2	;600	;3	;1.21386e+36
111	;80	;90	;2	;600	;3	;1.21386e+36
112	;80	;90	;2	;600	;3	;1.21386e+36
113	;80	;90	;2	;600	;3	;1.21386e+36
114	;80	;90	;2	;600	;3	;1.21386e+36
115	;80	;90	;2	;600	;3	;1.21386e+36
116	;80	;90	;2	;600	;3	;1.21386e+36
117	;80	;90	;2	;600	;3	;1.21386e+36
118	;80	;90	;2	;600	;3	;1.21386e+36
119	;80	;90	;2	;600	;3	;1.21386e+36
120	;80	;90	;2	;600	;3	;1.21386e+36
121	;80	;90	;2	;600	;3	;1.21386e+36
122	;80	;90	;2	;600	;3	;1.21386e+36
123	;80	;90	;2	;600	;3	;1.21386e+36
124	;80	;90	;2	;600	;3	;1.21386e+36
125	;80	;90	;2	;600	;3	;1.21386e+36
126	;80	;90	;2	;600	;3	;1.21386e+36
127	;80	;90	;2	;600	;3	;1.21386e+36
128	;80	;90	;2	;600	;3	;1.21386e+36
129	;80	;90	;2	;600	;3	;1.21386e+36
130	;80	;90	;2	;600	;3	;1.21386e+36
131	;80	;90	;2	;600	;3	;1.21386e+36
132	;80	;90	;2	;600	;3	;1.21386e+36
133	;80	;90	;2	;600	;3	;1.21386e+36
134	;80	;90	;2	;600	;3	;1.21386e+36
135	;80	;90	;2	;600	;3	;1.21386e+36
136	;80	;90	;2	;600	;3	;1.21386e+36
137	;80	;90	;2	;600	;3	;1.21386e+36
138	;80	;90	;2	;600	;3	;1.21386e+36
139	;80	;90	;2	;600	;3	;1.21386e+36
140	;80	;90	;2	;600	;3	;1.21386e+36
141	;80	;90	;2	;600	;3	;1.21386e+36
142	;80	;90	;2	;600	;3	;1.21386e+36
143	;80	;90	;2	;600	;3	;1.21386e+36
144	;80	;90	;2	;600	;3	;1.21386e+36
145	;80	;90	;2	;600	;3	;1.21386e+36
146	;80	;90	;2	;600	;3	;1.21386e+36
147	;80	;90	;2	;600	;3	;1.21386e+36
148	;80	;90	;2	;600	;3	;1.21386e+36
149	;80	;90	;2	;600	;3	;1.21386e+36
150	;80	;90	;2	;600	;3	;1.21386e+36

1	;79	;92	;2	;918	;4	;1.43966e+37
2	;80	;92	;1	;655	;5	;4.74767e+36
3	;80	;90	;2	;882	;5	;2.62304e+36
4	;80	;90	;2	;806	;5	;2.19047e+36
5	;80	;90	;2	;804	;5	;2.17961e+36
6	;80	;90	;2	;782	;5	;2.06196e+36
7	;80	;90	;2	;763	;5	;1.96298e+36
8	;80	;90	;2	;708	;5	;1.69018e+36
9	;80	;90	;2	;659	;5	;1.46433e+36
10	;80	;90	;2	;635	;5	;1.35961e+36
11	;80	;90	;2	;627	;5	;1.32557e+36
12	;80	;90	;2	;604	;5	;1.2301e+36
13	;80	;90	;2	;602	;5	;1.22197e+36
14	;80	;90	;2	;600	;5	;1.21386e+36
15	;80	;90	;2	;600	;5	;1.21386e+36
16	;80	;90	;2	;600	;5	;1.21386e+36
17	;80	;90	;2	;600	;5	;1.21386e+36
18	;80	;90	;2	;600	;5	;1.21386e+36
19	;80	;90	;2	;600	;5	;1.21386e+36
20	;80	;90	;2	;600	;5	;1.21386e+36
21	;80	;90	;2	;600	;5	;1.21386e+36
22	;80	;90	;2	;600	;5	;1.21386e+36
23	;80	;90	;2	;600	;5	;1.21386e+36
24	;80	;90	;2	;600	;5	;1.21386e+36
25	;80	;90	;2	;600	;5	;1.21386e+36
26	;80	;90	;2	;600	;5	;1.21386e+36
27	;80	;90	;2	;600	;5	;1.21386e+36
28	;80	;90	;2	;600	;5	;1.21386e+36
29	;80	;90	;2	;600	;5	;1.21386e+36
30	;80	;90	;2	;600	;5	;1.21386e+36
31	;80	;90	;2	;600	;5	;1.21386e+36
32	;80	;90	;2	;600	;5	;1.21386e+36
33	;80	;90	;2	;600	;5	;1.21386e+36
34	;80	;90	;2	;600	;5	;1.21386e+36
35	;80	;90	;2	;600	;5	;1.21386e+36
36	;80	;90	;2	;600	;5	;1.21386e+36
37	;80	;90	;2	;600	;5	;1.21386e+36
38	;80	;90	;2	;600	;5	;1.21386e+36
39	;80	;90	;2	;600	;5	;1.21386e+36
40	;80	;90	;2	;600	;5	;1.21386e+36
41	;80	;90	;2	;600	;5	;1.21386e+36
42	;80	;90	;2	;600	;5	;1.21386e+36
43	;80	;90	;2	;600	;5	;1.21386e+36
44	;80	;90	;2	;600	;5	;1.21386e+36
45	;80	;90	;2	;600	;5	;1.21386e+36
46	;80	;90	;2	;600	;5	;1.21386e+36
47	;80	;90	;2	;600	;5	;1.21386e+36
48	;80	;90	;2	;600	;5	;1.21386e+36
49	;80	;90	;2	;600	;5	;1.21386e+36
50	;80	;90	;2	;600	;5	;1.21386e+36
51	;80	;90	;2	;600	;5	;1.21386e+36
52	;80	;90	;2	;600	;5	;1.21386e+36
53	;80	;90	;2	;600	;5	;1.21386e+36
54	;80	;90	;2	;600	;5	;1.21386e+36
55	;80	;90	;2	;600	;5	;1.21386e+36
56	;80	;90	;2	;600	;5	;1.21386e+36
57	;80	;90	;2	;600	;5	;1.21386e+36
58	;80	;90	;2	;600	;5	;1.21386e+36
59	;80	;90	;2	;600	;5	;1.21386e+36
60	;80	;90	;2	;600	;5	;1.21386e+36
61	;80	;90	;2	;600	;5	;1.21386e+36
62	;80	;90	;2	;600	;5	;1.21386e+36
63	;80	;90	;2	;600	;5	;1.21386e+36
64	;80	;90	;2	;600	;5	;1.21386e+36
65	;80	;90	;2	;600	;5	;1.21386e+36
66	;80	;90	;2	;600	;5	;1.21386e+36
67	;80	;90	;2	;600	;5	;1.21386e+36
68	;80	;90	;2	;600	;5	;1.21386e+36
69	;80	;90	;2	;600	;5	;1.21386e+36
70	;80	;90	;2	;600	;5	;1.21386e+36
71	;80	;90	;2	;600	;5	;1.21386e+36
72	;80	;90	;2	;600	;5	;1.21386e+36
73	;80	;90	;2	;600	;5	;1.21386e+36
74	;80	;90	;2	;600	;5	;1.21386e+36
75	;80	;90	;2	;600	;5	;1.21386e+36
76	;80	;90	;2	;600	;5	;1.21386e+36
77	;80	;90	;2	;600	;5	;1.21386e+36
78	;80	;90	;2	;600	;5	;1.21386e+36
79	;80	;90	;2	;600	;5	;1.21386e+36
80	;80	;90	;2	;600	;5	;1.21386e+36
81	;80	;90	;2	;600	;5	;1.21386e+36
82	;80	;90	;2	;600	;5	;1.21386e+36
83	;80	;90	;2	;600	;5	;1.21386e+36
84	;80	;90	;2	;600	;5	;1.21386e+36
85	;80	;90	;2	;600	;5	;1.21386e+36
86	;80	;90	;2	;600	;5	;1.21386e+36
87	;80	;90	;2	;600	;5	;1.21386e+36
88	;80	;90	;2	;600	;5	;1.21386e+36
89	;80	;90	;2	;600	;5	;1.21386e+36
90	;80	;90	;2	;600	;5	;1.21386e+36
91	;80	;90	;2	;600	;5	;1.21386e+36
92	;80	;90	;2	;600	;5	;1.21386e+36
93	;80	;90	;2	;600	;5	;1.21386e+36
94	;80	;90	;2	;600	;5	;1.21386e+36
95	;80	;90	;2	;600	;5	;1.21386e+36
96	;80	;90	;2	;600	;5	;1.21386e+36
97	;80	;90	;2	;600	;5	;1.21386e+36
98	;80	;90	;2	;600	;5	;1.21386e+36
99	;80	;90	;2	;600	;5	;1.21386e+36
100	;80	;90	;2	;600	;5	;1.21386e+36
101	;80	;90	;2	;600	;5	;1.21386e+36
102	;80	;90	;2	;600	;5	;1.21386e+36
103	;80	;90	;2	;600	;5	;1.21386e+36
104	;80	;90	;2	;600	;5	;1.21386e+36
105	;80	;90	;2	;600	;5	;1.21386e+36
106	;80	;90	;2	;600	;5	;1.21386e+36
107	;80	;90	;2	;600	;5	;1.21386e+36
108	;80	;90	;2	;600	;5	;1.21386e+36
109	;80	;90	;2	;600	;5	;1.21386e+36
110	;80	;90	;2	;600	;5	;1.21386e+36
111	;80	;90	;2	;600	;5	;1.21386e+36
112	;80	;90	;2	;600	;5	;1.21386e+36
113	;80	;90	;2	;600	;5	;1.21386e+36
114	;80	;90	;2	;600	;5	;1.21386e+36
115	;80	;90	;2	;600	;5	;1.21386e+36
116	;80	;90	;2	;600	;5	;1.21386e+36
117	;80	;90	;2	;600	;5	;1.21386e+36
118	;80	;90	;2	;600	;5	;1.21386e+36
119	;80	;90	;2	;600	;5	;1.21386e+36
120	;80	;90	;2	;600	;5	;1.21386e+36
121	;80	;90	;2	;600	;5	;1.21386e+36
122	;80	;90	;2	;600	;5	;1.21386e+36
123	;80	;90	;2	;600	;5	;1.21386e+36
124	;80	;90	;2	;600	;5	;1.21386e+36
125	;80	;90	;2	;600	;5	;1.21386e+36
126	;80	;90	;2	;600	;5	;1.21386e+36
127	;80	;90	;2	;600	;5	;1.21386e+36
128	;80	;90	;2	;600	;5	;1.21386e+36
129	;80	;90	;2	;600	;5	;1.21386e+36
130	;80	;90	;2	;600	;5	;1.21386e+36
131	;80	;90	;2	;600	;5	;1.21386e+36
132	;80	;90	;2	;600	;5	;1.21386e+36
133	;80	;90	;2	;600	;5	;1.21386e+36
134	;80	;90	;2	;600	;5	;1.21386e+36
135	;80	;90	;2	;600	;5	;1.21386e+36
136	;80	;90	;2	;600	;5	;1.21386e+36
137	;80	;90	;2	;600	;5	;1.21386e+36
138	;80	;90	;2	;600	;5	;1.21386e+36
139	;80	;90	;2	;600	;5	;1.21386e+36
140	;80	;90	;2	;600	;5	;1.21386e+36
141	;80	;90	;2	;600	;5	;1.21386e+36
142	;80	;90	;2	;600	;5	;1.21386e+36
143	;80	;90	;2	;600	;5	;1.21386e+36
144	;80	;90	;2	;600	;5	;1.21386e+36
145	;80	;90	;2	;600	;5	;1.21386e+36
146	;80	;90	;2	;600	;5	;1.21386e+36
147	;80	;90	;2	;600	;5	;1.21386e+36
148	;80	;90	;2	;600	;5	;1.21386e+36
149	;80	;90	;2	;600	;5	;1.21386e+36
150	;80	;90	;2	;600	;5	;1.21386e+36

1	;80	;91	;3	;624	;4	;2.43875e+36
2	;80	;91	;3	;624	;4	;2.43875e+36
3	;80	;91	;3	;624	;4	;2.43875e+36
4	;80	;91	;3	;624	;4	;2.43875e+36
5	;80	;90	;3	;786	;5	;2.08311e+36
6	;80	;90	;3	;736	;5	;1.82652e+36
7	;80	;90	;3	;736	;5	;1.82652e+36
8	;80	;90	;3	;736	;5	;1.82652e+36
9	;80	;90	;3	;734	;5	;1.8166e+36
10	;80	;90	;3	;734	;5	;1.8166e+36
11	;80	;90	;3	;723	;5	;1.76256e+36
12	;80	;90	;3	;693	;5	;1.61933e+36
13	;80	;90	;3	;693	;5	;1.61933e+36
14	;80	;90	;3	;693	;5	;1.61933e+36
15	;80	;90	;3	;693	;5	;1.61933e+36
16	;80	;90	;3	;693	;5	;1.61933e+36
17	;80	;90	;3	;664	;5	;1.48663e+36
18	;80	;90	;3	;664	;5	;1.48663e+36
19	;80	;90	;3	;664	;5	;1.48663e+36
20	;80	;90	;3	;664	;5	;1.48663e+36
21	;80	;90	;3	;661	;5	;1.47323e+36
22	;80	;90	;3	;661	;5	;1.47323e+36
23	;80	;90	;3	;651	;5	;1.42899e+36
24	;80	;90	;3	;651	;5	;1.42899e+36
25	;80	;90	;3	;651	;5	;1.42899e+36
26	;80	;90	;3	;651	;5	;1.42899e+36
27	;80	;90	;3	;651	;5	;1.42899e+36
28	;80	;90	;3	;651	;5	;1.42899e+36
29	;80	;90	;3	;627	;5	;1.32557e+36
30	;80	;90	;3	;627	;5	;1.32557e+36
31	;80	;90	;3	;627	;5	;1.32557e+36
32	;80	;90	;3	;627	;5	;1.32557e+36
33	;80	;90	;3	;627	;5	;1.32557e+36
34	;80	;90	;3	;627	;5	;1.32557e+36
35	;80	;90	;3	;627	;5	;1.32557e+36
36	;80	;90	;3	;627	;5	;1.32557e+36
37	;80	;90	;3	;627	;5	;1.32557e+36
38	;80	;90	;3	;627	;5	;1.32557e+36
39	;80	;90	;3	;627	;5	;1.32557e+36
40	;80	;90	;3	;617	;5	;1.28362e+36
41	;80	;90	;3	;617	;5	;1.28362e+36
42	;80	;90	;3	;617	;5	;1.28362e+36
43	;80	;90	;3	;617	;5	;1.28362e+36
44	;80	;90	;3	;617	;5	;1.28362e+36
45	;80	;90	;3	;617	;5	;1.28362e+36
46	;80	;90	;3	;617	;5	;1.28362e+36
47	;80	;90	;3	;617	;5	;1.28362e+36
48	;80	;90	;3	;617	;5	;1.28362e+36
49	;80	;90	;3	;617	;5	;1.28362e+36
50	;80	;90	;3	;617	;5	;1.28362e+36
51	;80	;90	;3	;617	;5	;1.28362e+36
52	;80	;90	;3	;617	;5	;1.28362e+36
53	;80	;90	;3	;617	;5	;1.28362e+36
54	;80	;90	;3	;611	;5	;1.25878e+36
55	;80	;90	;3	;611	;5	;1.25878e+36
56	;80	;90	;3	;611	;5	;1.25878e+36
57	;80	;90	;3	;611	;5	;1.25878e+36
58	;80	;90	;3	;611	;5	;1.25878e+36
59	;80	;90	;3	;611	;5	;1.25878e+36
60	;80	;90	;3	;611	;5	;1.25878e+36
61	;80	;90	;3	;611	;5	;1.25878e+36
62	;80	;90	;3	;611	;5	;1.25878e+36
63	;80	;90	;3	;611	;5	;1.25878e+36
64	;80	;90	;3	;611	;5	;1.25878e+36
65	;80	;90	;3	;611	;5	;1.25878e+36
66	;80	;90	;3	;611	;5	;1.25878e+36
67	;80	;90	;3	;611	;5	;1.25878e+36
68	;80	;90	;3	;611	;5	;1.25878e+36
69	;80	;90	;3	;611	;5	;1.25878e+36
70	;80	;90	;3	;611	;5	;1.25878e+36
71	;80	;90	;3	;606	;5	;1.23826e+36
72	;80	;90	;3	;606	;5	;1.23826e+36
73	;80	;90	;3	;606	;5	;1.23826e+36
74	;80	;90	;3	;606	;5	;1.23826e+36
75	;80	;90	;3	;606	;5	;1.23826e+36
76	;80	;90	;3	;606	;5	;1.23826e+36
77	;80	;90	;3	;606	;5	;1.23826e+36
78	;80	;90	;3	;606	;5	;1.23826e+36
79	;80	;90	;3	;606	;5	;1.23826e+36
80	;80	;90	;3	;606	;5	;1.23826e+36
81	;80	;90	;3	;606	;5	;1.23826e+36
82	;80	;90	;3	;606	;5	;1.23826e+36
83	;80	;90	;3	;606	;5	;1.23826e+36
84	;80	;90	;3	;606	;5	;1.23826e+36
85	;80	;90	;3	;606	;5	;1.23826e+36
86	;80	;90	;3	;606	;5	;1.23826e+36
87	;80	;90	;3	;606	;5	;1.23826e+36
88	;80	;90	;3	;606	;5	;1.23826e+36
89	;80	;90	;3	;606	;5	;1.23826e+36
90	;80	;90	;3	;606	;5	;1.23826e+36
91	;80	;90	;3	;606	;5	;1.23826e+36
92	;80	;90	;3	;606	;5	;1.23826e+36
93	;80	;90	;3	;606	;5	;1.23826e+36
94	;80	;90	;3	;600	;5	;1.21386e+36
95	;80	;90	;3	;600	;5	;1.21386e+36
96	;80	;90	;3	;600	;5	;1.21386e+36
97	;80	;90	;3	;600	;5	;1.21386e+36
98	;80	;90	;3	;600	;5	;1.21386e+36
99	;80	;90	;3	;600	;5	;1.21386e+36
100	;80	;90	;3	;600	;5	;1.21386e+36
101	;80	;90	;3	;600	;5	;1.21386e+36
102	;80	;90	;3	;600	;5	;1.21386e+36
103	;80	;90	;3	;600	;5	;1.21386e+36
104	;80	;90	;3	;600	;5	;1.21386e+36
105	;80	;90	;3	;600	;5	;1.21386e+36
106	;80	;90	;3	;600	;5	;1.21386e+36
107	;80	;90	;3	;600	;5	;1.21386e+36
108	;80	;90	;3	;600	;5	;1.21386e+36
109	;80	;90	;3	;600	;5	;1.21386e+36
110	;80	;90	;3	;600	;5	;1.21386e+36
111	;80	;90	;3	;600	;5	;1.21386e+36
112	;80	;90	;3	;600	;5	;1.21386e+36
113	;80	;90	;3	;600	;5	;1.21386e+36
114	;80	;90	;3	;600	;5	;1.21386e+36
115	;80	;90	;3	;600	;5	;1.21386e+36
116	;80	;90	;3	;600	;5	;1.21386e+36
117	;80	;90	;3	;600	;5	;1.21386e+36
118	;80	;90	;3	;600	;5	;1.21386e+36
119	;80	;90	;3	;600	;5	;1.21386e+36
120	;80	;90	;3	;600	;5	;1.21386e+36
121	;80	;90	;3	;600	;5	;1.21386e+36
122	;80	;90	;3	;600	;5	;1.21386e+36
123	;80	;90	;3	;600	;5	;1.21386e+36
124	;80	;90	;3	;600	;5	;1.21386e+36
125	;80	;90	;3	;600	;5	;1.21386e+36
126	;80	;90	;3	;600	;5	;1.21386e+36
127	;80	;90	;3	;600	;5	;1.21386e+36
128	;80	;90	;3	;600	;5	;1.21386e+36
129	;80	;90	;3	;600	;5	;1.21386e+36
130	;80	;90	;3	;600	;5	;1.21386e+36
131	;80	;90	;3	;600	;5	;1.21386e+36
132	;80	;90	;3	;600	;5	;1.21386e+36
133	;80	;90	;3	;600	;5	;1.21386e+36
134	;80	;90	;3	;600	;5	;1.21386e+36
135	;80	;90	;3	;600	;5	;1.21386e+36
136	;80	;90	;3	;600	;5	;1.21386e+36
137	;80	;90	;3	;600	;5	;1.21386e+36
138	;80	;90	;3	;600	;5	;1.21386e+36
139	;80	;90	;3	;600	;5	;1.21386e+36
140	;80	;90	;3	;600	;5	;1.21386e+36
141	;80	;90	;3	;600	;5	;1.21386e+36
142	;80	;90	;3	;600	;5	;1.21386e+36
143	;80	;90	;3	;600	;5	;1.21386e+36
144	;80	;90	;3	;600	;5	;1.21386e+36
145	;80	;90	;3	;600	;5	;1.21386e+36
146	;80	;90	;3	;600	;5	;1.21386e+36
147	;80	;90	;3	;600	;5	;1.21386e+36
148	;80	;90	;3	;600	;5	;1.21386e+36
149	;80	;90	;3	;600	;5	;1.21386e+36
150	;80	;90	;3	;600	;5	;1.21386e+36

1	;79	;91	;2	;622	;9	;3.89921e+36
2	;79	;91	;2	;622	;9	;3.89921e+36
3	;80	;90	;1	;818	;5	;2.25618e+36
4	;80	;90	;1	;650	;7	;1.4246e+36
5	;80	;90	;1	;650	;7	;1.4246e+36
6	;80	;90	;1	;650	;7	;1.4246e+36
7	;80	;90	;1	;650	;7	;1.4246e+36
8	;80	;90	;1	;650	;7	;1.4246e+36
9	;80	;90	;1	;650	;7	;1.4246e+36
10	;80	;90	;1	;650	;7	;1.4246e+36
11	;80	;90	;1	;650	;7	;1.4246e+36
12	;80	;90	;1	;650	;7	;1.4246e+36
13	;80	;90	;1	;648	;7	;1.41585e+36
14	;80	;90	;1	;647	;7	;1.41148e+36
15	;80	;90	;1	;647	;7	;1.41148e+36
16	;80	;90	;1	;647	;7	;1.41148e+36
17	;80	;90	;1	;647	;7	;1.41148e+36
18	;80	;90	;1	;647	;7	;1.41148e+36
19	;80	;90	;1	;647	;7	;1.41148e+36
20	;80	;90	;1	;646	;7	;1.40712e+36
21	;80	;90	;1	;646	;7	;1.40712e+36
22	;80	;90	;1	;646	;7	;1.40712e+36
23	;80	;90	;1	;646	;7	;1.40712e+36
24	;80	;90	;1	;646	;7	;1.40712e+36
25	;80	;90	;1	;646	;7	;1.40712e+36
26	;80	;90	;1	;646	;7	;1.40712e+36
27	;80	;90	;1	;646	;7	;1.40712e+36
28	;80	;90	;1	;646	;7	;1.40712e+36
29	;80	;90	;1	;646	;7	;1.40712e+36
30	;80	;90	;1	;646	;7	;1.40712e+36
31	;80	;90	;1	;643	;7	;1.39409e+36
32	;80	;90	;1	;639	;7	;1.3768e+36
33	;80	;90	;1	;638	;7	;1.37249e+36
34	;80	;90	;1	;637	;7	;1.36819e+36
35	;80	;90	;1	;637	;7	;1.36819e+36
36	;80	;90	;1	;637	;7	;1.36819e+36
37	;80	;90	;1	;626	;7	;1.32135e+36
38	;80	;90	;1	;626	;7	;1.32135e+36
39	;80	;90	;1	;621	;7	;1.30032e+36
40	;80	;90	;1	;621	;7	;1.30032e+36
41	;80	;90	;1	;620	;7	;1.29614e+36
42	;80	;90	;1	;620	;7	;1.29614e+36
43	;80	;90	;1	;620	;7	;1.29614e+36
44	;80	;90	;1	;620	;7	;1.29614e+36
45	;80	;90	;1	;620	;7	;1.29614e+36
46	;80	;90	;1	;620	;7	;1.29614e+36
47	;80	;90	;1	;620	;7	;1.29614e+36
48	;80	;90	;1	;620	;7	;1.29614e+36
49	;80	;90	;1	;620	;7	;1.29614e+36
50	;80	;90	;1	;620	;7	;1.29614e+36
51	;80	;90	;1	;620	;7	;1.29614e+36
52	;80	;90	;1	;612	;7	;1.2629e+36
53	;80	;90	;1	;608	;7	;1.24645e+36
54	;80	;90	;1	;608	;7	;1.24645e+36
55	;80	;90	;1	;608	;7	;1.24645e+36
56	;80	;90	;1	;608	;7	;1.24645e+36
57	;80	;90	;1	;608	;7	;1.24645e+36
58	;80	;90	;1	;608	;7	;1.24645e+36
59	;80	;90	;1	;608	;7	;1.24645e+36
60	;80	;90	;1	;608	;7	;1.24645e+36
61	;80	;90	;1	;608	;7	;1.24645e+36
62	;80	;90	;1	;608	;7	;1.24645e+36
63	;80	;90	;1	;608	;7	;1.24645e+36
64	;80	;90	;1	;608	;7	;1.24645e+36
65	;80	;90	;1	;608	;7	;1.24645e+36
66	;80	;90	;1	;608	;7	;1.24645e+36
67	;80	;90	;1	;608	;7	;1.24645e+36
68	;80	;90	;1	;608	;7	;1.24645e+36
69	;80	;90	;1	;608	;7	;1.24645e+36
70	;80	;90	;1	;608	;7	;1.24645e+36
71	;80	;90	;1	;608	;7	;1.24645e+36
72	;80	;90	;1	;604	;7	;1.2301e+36
73	;80	;90	;1	;601	;7	;1.21791e+36
74	;80	;90	;1	;601	;7	;1.21791e+36
75	;80	;90	;1	;600	;7	;1.21386e+36
76	;80	;90	;1	;600	;7	;1.21386e+36
77	;80	;90	;1	;600	;7	;1.21386e+36
78	;80	;90	;1	;600	;7	;1.21386e+36
79	;80	;90	;1	;600	;7	;1.21386e+36
80	;80	;90	;1	;600	;7	;1.21386e+36
81	;80	;90	;1	;600	;7	;1.21386e+36
82	;80	;90	;1	;600	;7	;1.21386e+36
83	;80	;90	;1	;600	;7	;1.21386e+36
84	;80	;90	;1	;600	;7	;1.21386e+36
85	;80	;90	;1	;600	;7	;1.21386e+36
86	;80	;90	;1	;600	;7	;1.21386e+36
87	;80	;90	;1	;600	;7	;1.21386e+36
88	;80	;90	;1	;600	;7	;1.21386e+36
