8.19773E-11,,7.1403030053E-11
6.10768E-33,,6.10768E-33
6.63456E-13,,3.19211E-10
1.62801E-12,,1.11748089286099E-10
3.19211E-10,,
6.26883E-11,,
2.88346E-12,,
1.76224E-12,,
2.98112E-10,,
2.05941E-10,,
4.50175E-12,,
9.62804E-12,,
1.82076E-11,,
1.38847E-10,,
1.30306E-15,,
1.04708E-13,,
2.46608E-12,,
2.75041E-10,,
3.59727E-12,,
7.99084E-13,,
3.55806,,0.3873193470275
0.505815,,0.00000326103
0.000689587,,3.55806
0.0000195215,,0.893176097092027
0.879195,,
0.0000160305,,
0.00000326103,,
1.94138,,
0.0000105479,,
0.00000411568,,
0.00177921,,
0.00000343794,,
0.0219748,,
0.83652,,
0.0000139765,,
0.0000215222,,
0.000787909,,
0.0000179984,,
0.0000542604,,
0.0000207625,,
987.914,,116.0749904
638.56,,0.634495
301.258,,987.914
1.45944,,257.061210271952
2.09546,,
2.11804,,
1.74283,,
6.66236,,
13.8012,,
1.73535,,
0.740899,,
0.638334,,
1.5625,,
202.75,,
12.9286,,
19.5735,,
88.8517,,
22.3762,,
14.0969,,
0.634495,,
