0,,1.13686975E-14
0,,0
0,,1.03029E-13
3.19744E-14,,2.58282157346879E-14
0,,
0,,
1.03029E-13,,
0,,
0,,
0,,
0,,
7.10543E-15,,
1.77636E-15,,
0,,
0,,
1.77636E-15,,
0,,
0,,
3.01981E-14,,
5.15143E-14,,
8.95463,,33.9604975
15.9495,,4.97481
4.97481,,169.204
5.48247,,38.9973495147472
44.1415,,
10.9446,,
6.96612,,
43.4634,,
40.4657,,
50.1355,,
7.96016,,
7.9646,,
169.204,,
6.96514,,
6.96472,,
26.0033,,
47.1552,,
75.9291,,
71.4451,,
28.1404,,193.28869
138.968,,28.1404
269.486,,483.107
112.469,,99.9877499666829
350.659,,
156.806,,
130.474,,
128.543,,
208.143,,
253.768,,
215.864,,
161.323,,
261.221,,
181.411,,
143.714,,
162.205,,
135.76,,
483.107,,
247.17,,
96.5424,,
182.119,,
