-234.997,,-234.99665
-234.997,,-234.997
-234.997,,-234.994
-234.997,,0.000745159820374153
-234.997,,
-234.997,,
-234.997,,
-234.996,,
-234.997,,
-234.994,,
-234.997,,
-234.997,,
-234.996,,
-234.996,,
-234.997,,
-234.997,,
-234.997,,
-234.997,,
-234.997,,
-234.996,,
-2349.97,,-2307.3215
-2349.97,,-2349.97
-2349.97,,-1952.2
-2349.97,,100.833531039244
-2321.7,,
-2349.97,,
-2349.97,,
-2349.97,,
-2349.97,,
-1952.2,,
-2349.97,,
-2321.7,,
-2177.92,,
-2349.97,,
-2349.97,,
-2151.63,,
-2349.97,,
-2349.97,,
-2349.97,,
-2321.7,,
-7152.42,,-7211.546
-7097.21,,-7458.74
-7267.53,,-6955.42
-7125.6,,121.983426156352
-7380.66,,
-7261.71,,
-7069.79,,
-7239.28,,
-7013.08,,
-7152.78,,
-6955.42,,
-7154.59,,
-7239.2,,
-7324.31,,
-7296.04,,
-7267.67,,
-7458.74,,
-7239.47,,
-7267.66,,
-7267.76,,
