7066.5, 1.19966 0.592993  62.1586  23.8927,,8249.95,5915.61,6503.91761904762,579.397516951055
6044.53,0.861957 0.426066   44.661  147.275,,,,,
6395.6,0.97059 0.48457 49.7243 101.024,,,,,
6160.04,0.913672 0.451659   47.339   120.97,,,,,
6483.4,0.908584 0.462403   46.845  134.407,,,,,
6232.95,0.943474 0.466399  48.8795  107.494,,,,,
6158.32,0.912904 0.451218  47.2951  121.367,,,,,
6122.73,0.823474 0.413695   42.359   177.43,,,,,
7171.62, 1.21857 0.602268  62.7362  21.2022,,,,,
6043.7,0.858381 0.423893  44.4092   149.97,,,,,
5915.61,0.788491 0.389744  40.8303   193.43,,,,,
6549.37, 1.04458 0.518761  54.1084  69.3042,,,,,
6864.76, 1.12606 0.556688   57.519  48.3423,,,,,
5975.03,0.827441 0.409005  42.8725  167.276,,,,,
6045.19,0.841722 0.417267  43.6022   160.32,,,,,
6869.34, 1.12935 0.560662  58.4393  44.0194,,,,,
8249.95,1.00045 0.49004 51.3032 140.619,,,,,
6113.73,0.889908 0.439836  46.0663  133.118,,,,,
6073.04,0.874807  0.43257  45.3266  140.379,,,,,
7149.75, 1.11633 0.547086  55.9832  63.4136,,,,,
6897.11, 1.15643 0.571622  59.9184  35.0125,,,,,
