0.00100761,,5.03805807554087E-05
1.23781E-12,,2.06535E-17
7.22743E-11,,0.00100761
1.05263E-10,,0.000225308426473062
8.4767E-12,,
2.47864E-12,,
6.87721E-10,,
2.06535E-17,,
3.17595E-11,,
3.41416E-11,,
1.66888E-13,,
1.704E-10,,
1.84497E-15,,
2.03779E-12,,
2.7733E-10,,
1.4764E-11,,
8.33681E-13,,
2.47064E-11,,
1.9474E-11,,
1.62041E-10,,
344.33,,17.7815989884
7.94383,,0.000750834
3.2921,,344.33
0.00287649,,76.8845294156442
0.00945423,,
0.00144363,,
0.00859791,,
0.00103839,,
0.00184995,,
0.00614887,,
0.000750834,,
0.00210721,,
0.00243262,,
0.000795784,,
0.0096499,,
0.00356358,,
0.00353197,,
0.00601103,,
0.00209809,,
0.00369928,,
15141.6,,1057.16095
3689.16,,20.4652
870.296,,15141.6
115.41,,3415.00919943056
53.6699,,
40.9518,,
38.245,,
26.6629,,
92.1992,,
57.4918,,
65.9431,,
180.715,,
41.4832,,
52.4756,,
63.1413,,
54.8568,,
53.1984,,
20.4652,,
20.6258,,
464.628,,
