1;1.91115e+08
2;1.55907e+08
3;9.06494e+07
4;9.06494e+07
5;9.06494e+07
6;9.06494e+07
7;6.37572e+07
8;4.89294e+07
9;4.89294e+07
10;4.89294e+07
11;3.77419e+07
12;3.77419e+07
13;3.77419e+07
14;3.58456e+07
15;3.58456e+07
16;3.58456e+07
17;3.58456e+07
18;3.58456e+07
19;3.07167e+07
20;3.07167e+07
21;3.07167e+07
22;3.07167e+07
23;3.07167e+07
24;3.07167e+07
25;2.91366e+07
26;2.91366e+07
27;2.45642e+07
28;2.45215e+07
29;2.45215e+07
30;2.45215e+07
31;2.45215e+07
32;2.45215e+07
33;2.45215e+07
34;2.45215e+07
35;2.26843e+07
36;2.26843e+07
37;2.26843e+07
38;2.03158e+07
39;1.10853e+07
40;1.10853e+07
41;6.59066e+06
42;6.59066e+06
43;6.59066e+06
44;6.32921e+06
45;6.32921e+06
46;6.32921e+06
47;6.32921e+06
48;6.32921e+06
49;6.01668e+06
50;6.01668e+06
51;4.71874e+06
52;4.71874e+06
53;4.14604e+06
54;4.14604e+06
55;4.05253e+06
56;4.05253e+06
57;4.05253e+06
58;3.63376e+06
59;3.63376e+06
60;3.63376e+06
61;3.5499e+06
62;2.04676e+06
63;1.47126e+06
64;1.47126e+06
65;1.47126e+06
66;1.41411e+06
67;1.20401e+06
68;1.20401e+06
69;1.20401e+06
70;1.19804e+06
71;1.09291e+06
72;714138
73;582177
74;582177
75;458310
76;358777
77;312407
78;312407
79;312407
80;307276
81;299017
82;291846
83;265916
84;265916
85;258597
86;258597
87;252593
88;252593
89;225993
90;170383
91;121869
92;111065
93;99926.2
94;94828.8
95;93440.8
96;93440.8
97;78385.1
98;75135.8
99;70109.7
100;70109.7
101;70109.7
102;69527.8
103;64463.9
104;56910.4
105;56910.4
106;52973.3
107;51452.1
108;46445.8
109;46064.3
110;45952.4
111;38283.3
112;37140
113;33315.4
114;28976.2
115;25696.7
116;22090.4
117;20133.2
118;17262.1
119;15860.5
120;13600.7
121;11030.9
122;7959.98
123;7959.98
124;7009.75
125;5785.59
126;5666.72
127;5360.74
128;4967.08
129;4670.47
130;4542.78
131;4389.24
132;4150.11
133;3884.17
134;3672.38
135;3422.65
136;3287.8
137;3200.26
138;3137.8
139;3047.07
140;2980.36
141;2777.94
142;2413.04
143;2109.22
144;1802.14
145;1485.79
146;1207.1
147;981
148;882.031
149;804.291
150;707.304
151;659.199
152;623.975
153;497.839
154;458.627
155;442.746
156;423.566
157;385.579
158;378.95
159;367.413
160;360.31
161;338.51
162;321.018
163;317.394
164;312.79
165;306.321
166;293.49
167;286.995
168;271.785
169;264.024
170;238.824
171;236.28
172;235.236
173;231.188
174;227.408
175;223.343
176;220.135
177;214.914
178;207.912
179;204.968
180;200.839
181;197.389
182;192.235
183;189.519
184;183.896
185;181.633
186;181.189
187;175.957
188;173.77
189;171.48
190;167.909
191;162.066
192;156.682
193;155.562
194;154.104
195;151.612
196;150.982
197;144.059
198;140.613
199;138.974
200;137.94
201;137.116
202;135.046
203;132.344
204;113.27
205;108.097
206;102.952
207;101.624
208;98.0858
209;96.1366
210;93.5067
211;89.88
212;88.6125
213;87.4476
214;84.8704
215;83.5644
216;83.1974
217;82.7485
218;82.2027
219;80.1287
220;79.7321
221;78.5127
222;78.3984
223;77.6673
224;77.3213
225;76.9439
226;76.3722
227;76
228;75.2421
229;75.113
230;74.1965
231;72.8282
232;70.4221
233;69.3179
234;68.7073
235;68.3807
236;68.0734
237;67.6717
238;67.1735
239;66.6696
240;66.1999
241;66.0145
242;65.392
243;65.0478
244;64.8425
245;64.6317
246;64.4656
247;64.3317
248;64.1373
249;64.0895
250;63.9395
251;63.7272
252;63.5404
253;63.3902
254;63.1316
255;63.0863
256;62.8981
257;62.6979
258;62.4666
259;62.3218
260;62.2224
261;62.0109
262;61.9037
263;61.7887
264;61.5015
265;61.3606
266;60.96
267;60.6789
268;60.4449
269;60.2225
270;60.009
271;59.8926
272;59.6519
273;59.4609
274;58.5026
275;58.4578
276;58.3831
277;58.0096
278;57.2997
279;57.0266
280;56.6253
281;56.5413
282;56.5071
283;56.4924
284;56.4534
285;55.6498
286;54.8415
287;53.9573
288;53.0665
289;52.3943
290;51.5884
291;50.8782
292;48.9066
293;48.1906
294;47.3671
295;46.7024
296;45.781
297;44.4063
298;43.1728
299;41.7706
300;38.9306
301;37.1267
302;35.9415
303;34.0613
304;31.5131
305;29.4146
306;26.5778
307;23.9952
308;22.0525
309;20.0929
310;18.4067
311;17.5115
312;11.8603
313;9.73452
314;8.95264
315;8.50637
316;8.32943
317;8.25453
318;8.18234
319;8.07671
320;6.54394
321;5.92212
322;5.82967
323;5.7446
324;5.57056
325;5.42055
326;5.23445
327;5.11091
328;5.10103
329;5.08164
330;4.96264
331;4.91058
332;4.88393
333;4.80019
334;4.77919
335;4.7594
336;4.74796
337;4.71344
338;4.70208
339;4.6701
340;4.65483
341;4.63496
342;4.61377
343;4.5812
344;4.57039
345;4.55405
346;4.5426
347;4.53322
348;4.5079
349;4.4945
350;4.48509
351;4.48191
352;4.47064
353;4.46858
354;4.46416
355;4.37549
356;4.36195
357;4.35261
358;4.34959
359;4.34453
360;4.33696
361;4.32877
362;4.31972
363;4.31602
364;4.31198
365;4.30967
366;4.30746
367;4.30188
368;4.29368
369;4.28797
370;4.28475
371;4.28213
372;4.27977
373;4.27048
374;4.26417
375;4.25763
376;4.25413
377;4.25144
378;4.24888
379;4.23635
380;4.23173
381;4.2289
382;4.22617
383;4.2248
384;4.2228
385;4.22
