419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
419.989	;358.037	;4.02803	;115.903	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
478.491	;496.556	;3.32678	;60.9807	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;496.556	;3.32678	;68.7216	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
232.673	;453.947	;3.32678	;63.1454	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
233.076	;453.593	;3.28854	;62.6731	;
232.74	;453.614	;3.083	;67.4969	;
232.74	;453.614	;3.083	;67.4969	;
232.74	;453.614	;3.083	;67.4969	;
232.74	;453.614	;3.083	;67.4969	;
232.574	;453.165	;3.07867	;66.0777	;
232.574	;453.165	;3.07867	;66.0777	;
212.304	;453.113	;3.11612	;62.6741	;
212.304	;453.113	;3.11612	;62.6741	;
213.052	;483.858	;3.13417	;62.6914	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
209.645	;478.64	;3.07456	;63.6676	;
203.699	;484.431	;3.07456	;63.6676	;
203.699	;484.431	;3.07456	;63.6676	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
204.176	;484.705	;3.07456	;62.1869	;
195.223	;485.209	;3.07456	;62.1869	;
195.223	;485.209	;3.07456	;62.1869	;
195.223	;485.209	;3.07456	;62.1869	;
195.33	;479.262	;3.07457	;60.5792	;
195.33	;479.262	;3.07457	;60.5792	;
195.33	;479.262	;3.07457	;60.5792	;
195.327	;478.601	;3.07457	;60.5013	;
195.021	;478.783	;3.07518	;60.4608	;
194.729	;478.916	;3.07458	;60.4475	;
194.532	;478.881	;3.07429	;60.4525	;
194.529	;478.901	;3.0741	;60.4553	;
194.528	;478.909	;3.07399	;60.4557	;
194.528	;478.909	;3.07399	;60.4557	;
194.528	;478.909	;3.07399	;60.4557	;
194.803	;478.909	;3.06893	;60.0652	;
194.803	;478.909	;3.06893	;60.0652	;
194.803	;478.909	;3.06893	;60.0652	;
194.803	;478.909	;3.06893	;60.0652	;
194.803	;478.909	;3.06893	;60.0652	;
194.803	;478.909	;3.06893	;60.0652	;
199.677	;490.138	;3.05065	;60.1602	;
199.677	;490.138	;3.05065	;60.1602	;
196.702	;496.533	;3.05166	;60.144	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.547	;499.262	;3.05151	;60.1311	;
194.102	;499.296	;3.05151	;60.0624	;
193.992	;499.317	;3.05151	;60.0273	;
193.812	;499.324	;3.05151	;60.0105	;
193.741	;499.325	;3.05151	;60.0101	;
193.741	;499.325	;3.05151	;60.0101	;
193.741	;499.325	;3.05151	;60.0101	;
193.741	;499.325	;3.05151	;60.0101	;
193.741	;499.325	;3.05151	;60.0101	;
193.741	;499.325	;3.05151	;60.0101	;
193.703	;499.444	;3.05154	;60.0101	;
193.669	;499.45	;3.05153	;60.0101	;
193.633	;499.526	;3.05153	;60.0101	;
193.633	;499.526	;3.05153	;60.0101	;
193.633	;499.526	;3.05153	;60.0101	;
193.672	;499.861	;3.05175	;60.012	;
193.672	;499.861	;3.05175	;60.012	;
193.672	;499.861	;3.05175	;60.012	;
193.672	;499.844	;3.05135	;60.0119	;
193.672	;499.853	;3.0513	;60.0117	;
193.672	;499.852	;3.05129	;60.0117	;
193.58	;499.856	;3.0513	;60.0117	;
193.58	;499.856	;3.0513	;60.0117	;
193.49	;499.857	;3.05129	;60.0117	;
193.535	;499.86	;3.05128	;60.0033	;
193.535	;499.86	;3.05128	;60.0033	;
193.521	;499.862	;3.05116	;60.0024	;
193.532	;499.861	;3.05107	;60.0024	;
193.527	;499.861	;3.051	;60.0023	;
193.53	;499.861	;3.05097	;60.0023	;
193.53	;499.861	;3.05098	;60.0015	;
193.529	;499.861	;3.05098	;60.0012	;
193.529	;499.861	;3.05098	;60.0012	;
193.527	;499.861	;3.05094	;60.0008	;
193.536	;499.861	;3.05091	;60.0008	;
193.542	;499.861	;3.0509	;60.0007	;
193.534	;499.861	;3.0509	;60.0008	;
193.534	;499.861	;3.0509	;60.0008	;
193.534	;499.861	;3.05089	;60.0008	;
193.534	;499.861	;3.05089	;60.0008	;
193.534	;499.861	;3.05089	;60.0008	;
240.666	;499.861	;2.88233	;60.0008	;
242.027	;499.861	;2.78227	;60.0008	;
242.027	;499.861	;2.78227	;60.0008	;
332.655	;473.452	;2.5951	;60.0012	;
412.093	;478.705	;2.42453	;60.0013	;
412.084	;481.237	;2.39121	;60.0023	;
412.069	;480.488	;2.37266	;60.0024	;
403.195	;489.485	;2.35183	;60.002	;
402.136	;494.85	;2.34725	;60.0024	;
418.545	;495.132	;2.33007	;60.0024	;
427.019	;495.811	;2.32087	;60.002	;
425.244	;495.074	;2.30918	;60.0021	;
424.087	;496.816	;2.30888	;60.0021	;
423.396	;498.128	;2.3073	;60.0021	;
423.527	;499.29	;2.30652	;60.0027	;
423.603	;499.373	;2.30608	;60.0027	;
423.463	;499.11	;2.30561	;60.0029	;
423.388	;499.282	;2.30539	;60.0029	;
423.235	;499.157	;2.30522	;60.0028	;
423.224	;499.201	;2.30507	;60.0027	;
423.213	;499.317	;2.30502	;60.0026	;
423.214	;499.355	;2.30502	;60.0026	;
423.209	;499.384	;2.30493	;60.0026	;
423.202	;499.34	;2.30481	;60.0026	;
423.093	;499.4	;2.30484	;60.0025	;
423.029	;499.452	;2.30484	;60.0026	;
423.251	;499.449	;2.30463	;60.0026	;
423.278	;499.434	;2.30451	;60.0025	;
423.277	;499.454	;2.30447	;60.0025	;
423.279	;499.561	;2.30448	;60.0025	;
423.283	;499.659	;2.30448	;60.0025	;
423.291	;499.776	;2.30447	;60.0025	;
423.288	;499.913	;2.30447	;60.0025	;
423.295	;499.961	;2.30431	;60.0025	;
423.299	;499.952	;2.30415	;60.0059	;
423.297	;499.941	;2.30379	;60.0056	;
423.298	;499.948	;2.30367	;60.006	;
423.302	;499.959	;2.30369	;60.0043	;
423.306	;499.964	;2.30367	;60.0032	;
423.307	;499.963	;2.30363	;60.0018	;
423.314	;499.973	;2.30365	;60.0005	;
423.905	;499.965	;2.30289	;60.0003	;
424.49	;499.961	;2.30229	;60	;
424.738	;499.959	;2.30171	;60.0003	;
424.933	;499.96	;2.30135	;60.0001	;
424.879	;499.96	;2.30133	;60	;
424.879	;499.96	;2.30133	;60	;
424.878	;499.96	;2.30133	;60	;
424.877	;499.96	;2.30133	;60	;
482.244	;499.96	;2.23914	;60.0007	;
482.244	;499.96	;2.23914	;60.0007	;
487.447	;499.96	;2.22742	;60.0003	;
488.915	;499.96	;2.22655	;60.0001	;
488.924	;499.96	;2.22312	;60.0001	;
488.924	;499.96	;2.22312	;60.0001	;
493.397	;499.96	;2.21981	;60.0001	;
497.169	;499.96	;2.21467	;60.0144	;
497.169	;499.96	;2.21467	;60.0144	;
497.169	;499.96	;2.21467	;60.0144	;
497.169	;499.96	;2.21467	;60.0144	;
497.169	;499.96	;2.21467	;60.0144	;
497.212	;499.96	;2.21458	;60.0143	;
497.207	;499.96	;2.21444	;60.0143	;
497.21	;499.96	;2.21439	;60.0143	;
497.209	;499.96	;2.21432	;60.0143	;
497.208	;499.96	;2.21427	;60.0143	;
497.208	;499.96	;2.2142	;60.0143	;
497.208	;499.96	;2.21412	;60.0143	;
497.216	;499.96	;2.21404	;60.0144	;
497.462	;499.96	;2.21381	;60.0144	;
497.567	;499.983	;2.2137	;60.0144	;
497.595	;499.988	;2.21367	;60.0144	;
497.581	;499.993	;2.21367	;60.0144	;
497.584	;499.996	;2.21366	;60.0144	;
497.585	;499.997	;2.21366	;60.0144	;
497.585	;499.997	;2.21365	;60.0144	;
497.584	;499.996	;2.21365	;60.0144	;
497.583	;499.996	;2.21364	;60.0144	;
497.582	;499.996	;2.21364	;60.0144	;
497.582	;499.996	;2.21363	;60.0144	;
497.54	;499.996	;2.21364	;60.0144	;
497.54	;499.996	;2.21364	;60.0144	;
497.54	;499.996	;2.21364	;60.0144	;
497.54	;499.996	;2.21364	;60.0144	;
497.555	;499.996	;2.21364	;60.0087	;
497.536	;499.996	;2.21364	;60.0035	;
497.55	;499.996	;2.21364	;60.002	;
497.548	;499.996	;2.21364	;60.0004	;
497.538	;499.996	;2.21359	;60.0006	;
497.54	;499.996	;2.21359	;60.0001	;
